id	door	door_title	requirement	acceptance_test	state	evidence
OWF-0085-ب	٤-٩	البنكُ والحساب	◆ والرصيدُ الافتتاحيُّ يُدخَل بقرارٍ لا يُشتق: ◆ لم يُعطَ	اختبارُ حكم: الرصيدُ الافتتاحيُّ إمّا مصدَّقٌ بتاريخِه أو موسومٌ منتظرًا — وصفرُ رصيدٍ مخترَع	غير مقيس	
OWF-0085-ج	٤-٩	البنكُ والحساب	فيبقى الحسابُ بلا رصيدٍ افتتاحيٍّ موسومًا «ينتظر رصيدًا مصدَّقًا وتاريخَه»	اختبارُ حكم: الرصيدُ الافتتاحيُّ إمّا مصدَّقٌ بتاريخِه أو موسومٌ منتظرًا — وصفرُ رصيدٍ مخترَع	غير مقيس	
OWF-0086-أ	٤-٩	البنكُ والحساب	حجّةُ «BK-03» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0086-ب	٤-٩	البنكُ والحساب	◆ ولا يُخترع رصيدٌ افتتاحيٌّ	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0086-ج	٤-٩	البنكُ والحساب	فهو نقطةُ بدايةِ كلِّ مطابقةٍ بنكيةٍ لاحقة	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0087-أ	٤-٩	البنكُ والحساب	حكمٌ نافذ «BK-04» — ◆ وملفُّ الحركةِ المشتقُّ ليس كشفَ بنك — نطاقُ الحكم	اختبارُ حكم: كلُّ ملفٍّ مشتقٍّ موسومٌ «محاكاةٌ للاختبار» — وصفرُ مطابقةٍ معتمدةٍ على مشتقّ	غير مقيس	
OWF-0087-ب	٤-٩	البنكُ والحساب	ما يُولَّد من حركاتِ النظامِ يُسمّى «ملفَّ محاكاةٍ للاختبار»	اختبارُ حكم: كلُّ ملفٍّ مشتقٍّ موسومٌ «محاكاةٌ للاختبار» — وصفرُ مطابقةٍ معتمدةٍ على مشتقّ	غير مقيس	
OWF-0087-ج	٤-٩	البنكُ والحساب	ولا يُستعمل دليلًا في مطابقةٍ بنكية	اختبارُ حكم: كلُّ ملفٍّ مشتقٍّ موسومٌ «محاكاةٌ للاختبار» — وصفرُ مطابقةٍ معتمدةٍ على مشتقّ	غير مقيس	
OWF-0088-أ	٤-٩	البنكُ والحساب	حجّةُ «BK-04» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0088-ب	٤-٩	البنكُ والحساب	◆ فالمطابقةُ الحقيقيةُ تحتاج كشفًا صادرًا من البنكِ أو من قناتِه الرسمية	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0103-أ	٤-١٠	نتيجةُ البذرِ المقيسة	◆ نُفِّذ البذرُ التجريبيُّ فعلًا لا وُثِّق	اختبارُ تنفيذ: ملفُّ البذرِ موجودٌ بأرقامِه لا بوصفِه	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0103-ب	٤-١٠	نتيجةُ البذرِ المقيسة	وهذه أرقامُه المقيسةُ من الملفِّ المولَّد.	اختبارُ تنفيذ: ملفُّ البذرِ موجودٌ بأرقامِه لا بوصفِه	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0104-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «العملاءُ المبذورون» — نطاقُ الحكم	اختبارُ رقم: «العملاءُ المبذورون» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0104-ب	٤-١٠	نتيجةُ البذرِ المقيسة	15 · بحقولِهم القانونيةِ والائتمانيةِ ووسمِ الطرفِ ذي العلاقة	اختبارُ رقم: «العملاءُ المبذورون» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0105-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «عقودُ العملاء» — نطاقُ الحكم	اختبارُ رقم: «عقودُ العملاء» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0105-ب	٤-١٠	نتيجةُ البذرِ المقيسة	15 · ◆ خمسةَ عشرَ عقدًا: خمسةٌ لكلِّ نموذجٍ من الثلاثة	اختبارُ رقم: «عقودُ العملاء» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0106-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «الوحداتُ المتعاقدُ عليها» — نطاقُ الحكم	اختبارُ رقم: «الوحداتُ المتعاقدُ عليها» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0106-ب	٤-١٠	نتيجةُ البذرِ المقيسة	١١٨٬٦٠٠ · ◆ بالآلافِ كما طُلب	اختبارُ رقم: «الوحداتُ المتعاقدُ عليها» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0106-ج	٤-١٠	نتيجةُ البذرِ المقيسة	لا بالعشراتِ ولا بالمئات	اختبارُ رقم: «الوحداتُ المتعاقدُ عليها» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0107-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «قيمةُ العقود» — نطاقُ الحكم	اختبارُ رقم: «قيمةُ العقود» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0107-ب	٤-١٠	نتيجةُ البذرِ المقيسة	٢٬١٣٧٬٦٥٠ دولارًا · بالعملةِ الوظيفيةِ الدولار	اختبارُ رقم: «قيمةُ العقود» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0108-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «الاستحقاقاتُ المولَّدة» — نطاقُ الحكم	اختبارُ رقم: «الاستحقاقاتُ المولَّدة» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0108-ب	٤-١٠	نتيجةُ البذرِ المقيسة	128 · ◆ منها سبعةٌ وعشرون كسريةٌ محسوبةٌ بالتناسبِ اليوميّ	اختبارُ رقم: «الاستحقاقاتُ المولَّدة» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0109-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «الحاويات» — نطاقُ الحكم	اختبارُ رقم: «الحاويات» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0109-ب	٤-١٠	نتيجةُ البذرِ المقيسة	36 · موزَّعةٌ على العقودِ بمجموعٍ لا يتجاوز الحصةَ الكلية	اختبارُ رقم: «الحاويات» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0110-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «الموردون» — نطاقُ الحكم	اختبارُ رقم: «الموردون» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0110-ب	٤-١٠	نتيجةُ البذرِ المقيسة	36 · ◆ كلٌّ بسجلٍّ ثم عقدٍ ثم حصةٍ	اختبارُ رقم: «الموردون» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0110-ج	٤-١٠	نتيجةُ البذرِ المقيسة	من الصفرِ لا من العقد	اختبارُ رقم: «الموردون» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0111-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «عقودُ الموردين» — نطاقُ الحكم	اختبارُ رقم: «عقودُ الموردين» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0111-ب	٤-١٠	نتيجةُ البذرِ المقيسة	36 · بتاريخِ تعاقدِ كلٍّ هو لا بتاريخِ عقدِ العميل	اختبارُ رقم: «عقودُ الموردين» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0112-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «التزاماتُ الموردين» — نطاقُ الحكم	اختبارُ رقم: «التزاماتُ الموردين» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0112-ب	٤-١٠	نتيجةُ البذرِ المقيسة	279 · ◆ منها مئتانِ وأربعةٌ وأربعون قصيرَ الأجلِ والباقي طويل	اختبارُ رقم: «التزاماتُ الموردين» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0113-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «المعدات» — نطاقُ الحكم	اختبارُ رقم: «المعدات» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0113-ب	٤-١٠	نتيجةُ البذرِ المقيسة	43 · موزَّعةٌ على الحاوياتِ بأساسيةٍ واحتياطية	اختبارُ رقم: «المعدات» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0114-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «المشغّلون» — نطاقُ الحكم	اختبارُ رقم: «المشغّلون» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0114-ب	٤-١٠	نتيجةُ البذرِ المقيسة	43 · ◆ منهم أربعةٌ وعشرون بحافزٍ منصوصٍ في عقدِه والباقي بلا	اختبارُ رقم: «المشغّلون» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0115-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «عقودٌ بوقودٍ على العميل» — نطاقُ الحكم	اختبارُ رقم: «عقودٌ بوقودٍ على العميل» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0115-ب	٤-١٠	نتيجةُ البذرِ المقيسة	٨ من ١٥ · ◆ والباقي على الشركةِ فيُسجَّل سعرُه في الماليةِ وحدَها	اختبارُ رقم: «عقودٌ بوقودٍ على العميل» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0116-أ	٤-١٠	نتيجةُ البذرِ المقيسة	نتيجةُ البذر — «أطرافٌ ذاتُ علاقةٍ موسومة» — نطاقُ الحكم	اختبارُ رقم: «أطرافٌ ذاتُ علاقةٍ موسومة» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0116-ب	٤-١٠	نتيجةُ البذرِ المقيسة	1 · ◆ إكوبيشن للمقاولاتِ موسومةٌ وتُعامل عميلًا خارجيًّا بلا خصوصية	اختبارُ رقم: «أطرافٌ ذاتُ علاقةٍ موسومة» يطابق الملفَّ المولَّدَ بلا فرق	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0117-أ	٤-١٠	نتيجةُ البذرِ المقيسة	◆ وكلُّ صفٍّ مبذورٍ يحمل وسمَ «بيانِ اختبارٍ» ووسمَ طبقتِه	اختبارُ وسم: صفرُ صفٍّ مبذورٍ بلا وسمِ اختبارٍ وطبقة	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0117-ب	٤-١٠	نتيجةُ البذرِ المقيسة	فيُعزل أو يُمحى بلا لمسِ بيانٍ حقيقي.	اختبارُ وسم: صفرُ صفٍّ مبذورٍ بلا وسمِ اختبارٍ وطبقة	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0118-أ	٤-١٠	نتيجةُ البذرِ المقيسة	◆ والسلسلةُ متصلةٌ من سجلِّ العميلِ إلى المشغّل — نطاقُ الحكم	اختبارُ سلسلة: كلُّ مشغّلٍ متتبَّعٌ صعودًا إلى عقدِ عميلٍ وسجلِّه	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0118-ب	٤-١٠	نتيجةُ البذرِ المقيسة	عميلٌ ← عقدٌ ← جدولُ استحقاقٍ ← حاويةٌ ← موردٌ بسجلِّه ← عقدُه ← حصتُه ← معداتُه ← مشغّلوها	اختبارُ سلسلة: كلُّ مشغّلٍ متتبَّعٌ صعودًا إلى عقدِ عميلٍ وسجلِّه	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0118-ج	٤-١٠	نتيجةُ البذرِ المقيسة	بلا انقطاعٍ في حلقةٍ واحدة.	اختبارُ سلسلة: كلُّ مشغّلٍ متتبَّعٌ صعودًا إلى عقدِ عميلٍ وسجلِّه	لا ينطبق على هذه القاعدة	فوارقُ مقيسة: العملاء (15⇒88) · عقودُ العملاء (15⇒120) · الوحداتُ المتعاقدُ عليها (118600⇒280958) · الحاويات (36⇒707) · الموردون (36⇒73) · المشغّلون (43⇒359) · الاستحقاقات (128⇒298) · ولا ملفَّ مولَّدًا يحمل أرقامَ الوثيقة
OWF-0089-أ	٤-١١	البذرُ التجريبيُّ الكامل	حكمٌ نافذ «SD-01» — ◆ ثلاثةُ نماذجِ عملٍ وخمسةُ عقودٍ لكلٍّ — نطاقُ الحكم	اختبارُ حكم: خمسةَ عشرَ عقدًا نافذًا موزَّعةً على النماذجِ الثلاثةِ وعلى المدتين	غير مقيس	
OWF-0089-ب	٤-١١	البذرُ التجريبيُّ الكامل	تأجيرٌ بالساعةِ · نقلٌ بالطنِّ · تخريمٌ بالمترِ	اختبارُ حكم: خمسةَ عشرَ عقدًا نافذًا موزَّعةً على النماذجِ الثلاثةِ وعلى المدتين	غير مقيس	
OWF-0089-ج	٤-١١	البذرُ التجريبيُّ الكامل	خمسةُ عقودٍ لكلِّ نموذجٍ فخمسةَ عشرَ عقدًا	اختبارُ حكم: خمسةَ عشرَ عقدًا نافذًا موزَّعةً على النماذجِ الثلاثةِ وعلى المدتين	غير مقيس	
OWF-0090-أ	٤-١١	البذرُ التجريبيُّ الكامل	حجّةُ «SD-01» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0090-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ ولكلِّ نموذجٍ عقدٌ سنويٌّ وعقدٌ شهريٌّ على الأقلِّ ليُختبر الفرقُ في جدولِ الاستحقاق	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0091-أ	٤-١١	البذرُ التجريبيُّ الكامل	حكمٌ نافذ «SD-02» — والوحداتُ بالآلافِ لكلِّ عقد — نطاقُ الحكم	اختبارُ حكم: كلُّ عقدٍ بآلافِ الوحداتِ موزَّعةً على فتراتِه	غير مقيس	
OWF-0091-ب	٤-١١	البذرُ التجريبيُّ الكامل	عددُ الوحداتِ السنويةِ بالآلافِ	اختبارُ حكم: كلُّ عقدٍ بآلافِ الوحداتِ موزَّعةً على فتراتِه	غير مقيس	
OWF-0091-ج	٤-١١	البذرُ التجريبيُّ الكامل	فيُختبر الأداءُ والفلاترُ والمناظرُ لا صحةُ الدورةِ وحدَها	اختبارُ حكم: كلُّ عقدٍ بآلافِ الوحداتِ موزَّعةً على فتراتِه	غير مقيس	
OWF-0092-أ	٤-١١	البذرُ التجريبيُّ الكامل	حجّةُ «SD-02» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0092-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ فمئاتُ الوحداتِ تُثبت أن الدورةَ تعمل · وآلافُها تكشف ما تُخفيه المئات	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0093-أ	٤-١١	البذرُ التجريبيُّ الكامل	حكمٌ نافذ «SD-03» — ◆ ودورةُ العميلِ من الصفرِ لا من العقد — نطاقُ الحكم	اختبارُ حكم: كلُّ عقدٍ مرتبطٌ بسجلِّ عميلٍ مكتملِ الحقولِ القانونيةِ والائتمانية	غير مقيس	
OWF-0093-ب	٤-١١	البذرُ التجريبيُّ الكامل	سجلُّ العميلِ ← بياناتُه القانونيةُ والائتمانيةُ ← العقدُ ← خطُّ الأساسِ ← الحاويات	اختبارُ حكم: كلُّ عقدٍ مرتبطٌ بسجلِّ عميلٍ مكتملِ الحقولِ القانونيةِ والائتمانية	غير مقيس	
OWF-0094-أ	٤-١١	البذرُ التجريبيُّ الكامل	حجّةُ «SD-03» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0094-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ فبذرُ عقدٍ بلا سجلِّ عميلٍ يُنتج عقدًا يتيمًا لا يُختبر عليه شيء	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0095-أ	٤-١١	البذرُ التجريبيُّ الكامل	حكمٌ نافذ «SD-04» — ◆ ودورةُ الموردِ من الصفرِ كذلك — نطاقُ الحكم	اختبارُ حكم: كلُّ موردٍ بسجلٍّ وعقدٍ وحصةٍ قبلَ تخصيصِ حاوية	غير مقيس	
