المعرف,وثيقته,النمط,نصه
SCN-966,M-00-NEW·M-00,أخرى,"وأولُها الكيان · رقم القرار · اسم المشروع · العميل · العقد · الموقع أو المواقع. § SCN-966 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-968,M-00-NEW·M-00,إلزام,"يجب أن يقبل فعلُ «اعتمادُ فتح مشروع» عكسًا — نطاقُ الحكم § SCN-968 § اختبارُ عكس: العكسُ يُنشئ حركةً مقابلةً بمرجع الأصل"
SCN-969,M-00-NEW·M-00,أخرى,"بأفعالٍ مسموحةٍ هي إفادةٌ تشغيلية · ترشيحُ مدير الموقع، ومحجوبٍ عنه: الاعتماد. § SCN-969 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-970,M-00-NEW·M-00,أخرى,"بأفعالٍ مسموحةٍ هي إفادةٌ تعاقدية، ومحجوبٍ عنه: الاعتماد. § SCN-970 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-971,M-00-NEW·M-00,أخرى,"بأفعالٍ مسموحةٍ هي إفادةُ قوى، ومحجوبٍ عنه: الاعتماد. § SCN-971 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-972,M-00-NEW·M-00,أخرى,"بأفعالٍ مسموحةٍ هي إفادةٌ مالية · فتحُ مركز تكلفة، ومحجوبٍ عنه: الاعتماد. § SCN-972 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-973,M-00-NEW·M-00,أخرى,"بأفعالٍ مسموحةٍ هي إفادةُ أسطول، ومحجوبٍ عنه: الاعتماد. § SCN-973 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-974,M-00-NEW·M-00,أخرى,"بأفعالٍ مسموحةٍ هي إفادةُ تمويل، ومحجوبٍ عنه: الاعتماد. § SCN-974 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-975,M-00-NEW·M-00,"إتاحة شاشة","يجب أن تُتاح شاشةُ «المخاطر والقرارات العليا» لـالإدارة التنفيذية بنطاق كل الشركة § SCN-975 § اختبارُ ظهور: تظهر الشاشةُ للدور المالك بنطاقها ولا تظهر لمن لا صلاحيةَ له"
SCN-976,M-00-NEW·M-00,أخرى,"وأولُها الكيان · رقم القرار · تاريخ الرفع · الجهة الرافعة · نوع القضية · وصف القضية. § SCN-976 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-977,M-00-NEW·M-00,أخرى,"القرارات العليا» بواسطة المديرُ التنفيذي، فيُكتب في exec_decisions · assignments ويُنشر الحدثُ ExecDecisionMade ويستهلكه الإدارةُ المكلَّفة · الحوكمة § SCN-977 § اختبارُ أثر: تنفيذُ الفعل يُحدث القرارُ يُلزم الإدارةَ المكلَّفة بمهلته · ويُسجَّل في سجل ال"
SCN-978,M-00-NEW·M-00,إلزام,"يجب أن يقبل فعلُ «حسمُ قضيةٍ عليا» عكسًا — نطاقُ الحكم § SCN-978 § اختبارُ عكس: العكسُ يُنشئ حركةً مقابلةً بمرجع الأصل"
SCN-979,M-00-NEW·M-00,إلزام,"يجب أن تُعرض شاشةُ «المخاطر والقرارات العليا» لـالحوكمة والالتزام بنطاق الكل § SCN-979 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
TS-02,E-06,أخرى,"تُكتب حالةُ الاختبار بصيغة «بمعطى… وعند… فإن…». فالمعطى حالةُ النظام قبل الفعل، والعندُ الفعلُ نفسُه، والفإنُّ النتيجةُ المتوقعةُ بدقة. § ● والصيغةُ الموحَّدةُ تجعل الحالةَ قابلةً للأتمتة — والوصفُ الحرُّ يحتاج تفسيرًا في كل مرة."
TS-03,E-06,أخرى,"كلُّ متطلبٍ في كل وثيقةٍ له اختبارُ قبولٍ محدَّد. وكلُّ اختبارٍ يعود لمتطلب. والفحصان الملزمان في كل مصفوفة تتبع. § ● والمتطلبُ بلا اختبارٍ لا يُقبل — والاختبارُ بلا متطلبٍ يُحذف أو يُنشأ له متطلب."
TS-05,E-06,أخرى,"يُختبر العزلُ بين الكيانات في كل إصدار: محاولةُ قراءةِ بيانِ كيانٍ آخرَ بكل المسارات — الواجهةِ والنداءِ المباشرِ والاستعلام. § ● ونجاحُ محاولةٍ واحدةٍ يوقف الإصدارَ — فالعزلُ إمّا تامٌّ أو غيرُ موجود."
TS-06,E-06,أخرى,"يُنفّذ المستخدمُ سيناريوَ عمله الحقيقيَّ لا سيناريو التصميم. ويُقاس نجاحُه بإتمام المهمة بلا مساعدةٍ لا برضاه. § ● والعرضُ ليس قبولًا — فالمشاهدةُ لا تكشف ما تكشفه المحاولة."
UXP-001,E-03,أخرى,"الجزءُ الأولُ من حكمٍ مركَّبٍ — ويحمل نطاقَ الحكم"
UXP-002,E-03,أخرى,"كل شاشة واسم ولوحة وجدول ورسالة يُقاس على الدستور § UXP-002 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«كل شاشة واسم ولوحة وجدول ورسالة يُقاس على الدستور — …» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-003,E-03,أخرى,"سلّم التعارض في نطاق التجربة — نطاقُ الحكم § UXP-003 § اختبارُ منع: بمعطى محاولةٍ تخالف «الدستور ← وثيقة تطبيق الإدارة ← مواصفة الشاشة» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-004,E-03,أخرى,"الإحالة لا التكرار — نطاقُ الحكم § UXP-004 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«وثائق الإدارات» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-005,E-03,ظهور,"الحدود — نطاقُ الحكم § UXP-005 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«المعمارية وقواعد البيانات والصلاحيات خارج نطاق الدست…» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-006,E-03,أخرى,"لا يُعدَّل الدستور من داخل وثيقة إدارة § UXP-006 § اختبارُ منع: بمعطى محاولةٍ تخالف «لا يُعدَّل الدستور من داخل وثيقة إدارة» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-007,E-03,ظهور,"وتُرتَّب عناصرها بترتيب القلق لا بترتيب الجداول. § UXP-007 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«كل شاشة رئيسية تُفتتح بالسؤال الذي يدور في ذهن مستخد…» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-008,E-03,أخرى,"المبدأ ٢ — لا تسمية قبل الهندسة — نطاقُ الحكم § UXP-008 § اختبارُ منع: بمعطى محاولةٍ تخالف «لا يُعتمد اسم لأي شاشة قبل حسم هندستها (هل تبقى؟ لمن…» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-009,E-03,ظهور,"تُبنى الشاشة من مهمة الموظف ودورة المستند لا من باب وثيقة أو اسم جدول أو محرّك § UXP-009 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«تُبنى الشاشة من مهمة الموظف ودورة المستند» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-010,E-03,ظهور,"المبدأ ٤ — الدورة أهم من الشاشة — نطاقُ الحكم § UXP-010 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«العملية الواحدة رحلة مستندية واحدة والشاشات خطواتها» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-011,E-03,أخرى,"المبدأ ٥ — مساحة العمل أهم من السايدبار — نطاقُ الحكم § UXP-011 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«نجاح النظام يُقاس بما تنجزه مساحة العمل» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-012,E-03,ظهور,"المبدأ ٦ — لغة المهمة لا لغة التحليل — نطاقُ الحكم § UXP-012 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«كل نص يراه المستخدم — اسمًا وتعريفًا وزرًّا وحالة ور…» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-013,E-03,ظهور,"المبدأ ٧ — الإعدادات محجوبة عن اليومي — نطاقُ الحكم § UXP-013 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«الإعدادات والبيانات المرجعية باب خلف صلاحية» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-014,E-03,ظهور,"سجلات التدقيق التقنية (الأحداث، روابط الأثر، الناشر، النشاط) أدوات المراجع خلف صلاحيته لا نقاط عمل يومية، وتُجمع باسم «سجل التدقيق» في باب الإعدادات والتدقيق. § UXP-014 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«سجلات التدقيق التقنية (الأحداث» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-015,E-03,أخرى,"المبدأ ٩ — كل عملية رحلة — نطاقُ الحكم § UXP-015 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«لا شاشة تنتهي بطريق مسدود» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-016,E-03,ظهور,"المبدأ ١٠ — لكل دور لوحته — نطاقُ الحكم § UXP-016 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«لا لوحة عامة مشتركة» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-017,E-03,أخرى,"لا جدول عامًّا (رقم · نوع · مبلغ · حالة) حيث تحتاج المهمة أكثر § UXP-017 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«لا جدول عامًّا (رقم · نوع · مبلغ · حالة) حيث تحتاج ا…» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-018,E-03,أخرى,"المبدأ ١٢ — لا اعتماد بلا اختبار رقمي — نطاقُ الحكم § UXP-018 § اختبارُ منع: بمعطى محاولةٍ تخالف «لا تُعتمد شاشة أو بنية قبل اختبارها مع مستخدمين فعلي…» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-019,E-03,أخرى,"النظام يفكر لا المستخدم، وكل سؤال يطرحه النظام مبرَّره الوحيد أنه لا يستطيع استنتاج جوابه. § UXP-019 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«كل شاشة تقلّل عدد القرارات التي يضطر المستخدم لاتخاذ…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-020,E-03,أخرى,"لا يجوز مطالبة المستخدم بإدخال معلومة يستطيع النظام معرفتها أو استنتاجها أو نسخها تلقائيًّا § UXP-020 § اختبارُ منع: بمعطى محاولةٍ تخالف «لا يجوز مطالبة المستخدم بإدخال معلومة يستطيع النظام …» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-021,E-03,أخرى,"منهج الخطوات التسع لأي إدارة بالترتيب الملزم — نطاقُ الحكم § UXP-021 § اختبارُ منع: بمعطى محاولةٍ تخالف «① الجرد ببطاقة الأسئلة الخمس عشرة ② الحالة الذهنية ل…» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-022,E-03,أخرى,"المستخدم · المهمة · المدخل · المخرج · السابق · التالي · النوع · الاستقلال · التبويب · الإخفاء · التكرار · صحة التعريف · كفاية الجدول · النواقص · إجراءات الصف. § UXP-022 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«المستخدم · المهمة · المدخل · المخرج · السابق · التال…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-023,E-03,أخرى,"بحكم نافذ لكل شاشة (تبقى / تندمج / تبويب / تخفى / تنقل / تُلغى). § UXP-023 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«مساحة عمل · سجل تشغيلي · ملف رئيسي · تقرير/لوحة · إع…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-024,E-03,ظهور,"تشخيص ببطاقات الجرد، خرائط الأدوار والدورات، مصفوفة الأحكام، السايدبار المصيَّر، اللوحات، المواصفات، النماذج التخطيطية، مصفوفة الأسماء، تقرير الاختبار § UXP-024 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«تشخيص ببطاقات الجرد» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-025,E-03,أخرى,"أنماط التسمية الخمسة — نطاقُ الحكم § UXP-025 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«السجلات (اسم جمع مجرد) · العمليات (فعل المهمة أو اسم…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-026,E-03,ظهور,"القصر كلمتان إلى ثلاث بلا وصف نتيجة مكان اسم مهمة · اسم العرض بلغة العمل § UXP-026 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«القصر كلمتان إلى ثلاث بلا وصف نتيجة مكان اسم مهمة · …» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-027,E-03,أخرى,"«الوحدات التشغيلية» بدل «الساعات» حيث يتسع النظام للطن والمتر. § — ذريّ § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ««الوحدات التشغيلية» بدل «الساعات» حيث يتسع النظام لل…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-028,E-03,أخرى,"لغة الأزرار والحالات — نطاقُ الحكم § UXP-028 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«الأزرار أفعال («إرسال للاعتماد»» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-029,E-03,أخرى,"طقم الحالات الموحّد بألوان ثابتة عبر النظام — نطاقُ الحكم § UXP-029 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«مسودة · قيد المراجعة · بانتظار اعتماد (فلان) · معتمد…» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-030,E-03,أخرى,"ولغة الإعادة: «أُعيد إليك لاستكمال: (السبب)» بإبراز الحقول الناقصة وبالرقم نفسه. § UXP-030 § اختبارُ اكتمال: بمعطى شاشةٍ أو جدولٍ يخصُّ «ما نقص» · وعند فحص بنيته · فإن كلَّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف · والأعمدةُ الحاكمةُ السبعةُ حاضرة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-031,E-03,أخرى,"المحظور المعماري في الواجهات — لا تظهر للمستخدم إطلاقًا — نطاقُ الحكم § UXP-031 § اختبارُ حدث: بمعطى تنفيذِ «المحظور المعماري في الواجهات —» · وعند وقوع الفعل · فإن الحدثَ يُنشر بمفتاحه ويستهلكه المعنيُّ ويتغير أثرُه · وإعادةُ النداء ترجع مرجعَ الأثر الأول · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-032,E-03,أخرى,"تعريف لغة المهمة — نطاقُ الحكم § UXP-032 § اختبارُ منع: بمعطى محاولةٍ تخالف «افتتاح التعريف بفعل المستخدم + متى يدخل + ما ينتظره …» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-033,E-03,أخرى,"سطر «ما هذه الشاشة؟» — نطاقُ الحكم § UXP-033 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«جملة غرض واحدة أسفل كل عنوان» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-034,E-03,أخرى,"الحالة الفارغة تُرشد: جملة توجيه وزر الخطوة الأولى — لا جدول خاويًا. § — ذريّ § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«جملة توجيه وزر الخطوة الأولى —» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-035,E-03,أخرى,"المرحلة الحالية مضاءة والتالية باسم صاحبها والسجل تبويبًا. § UXP-035 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«المرحلة الحالية مضاءة والتالية باسم صاحبها والسجل تب…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-036,E-03,أخرى,"بطاقات الكيانات تُفتح من سجلاتها لا من السايدبار، وتبويباتها تحمل تفاصيلها § UXP-036 § اختبارُ اكتمال: بمعطى شاشةٍ أو جدولٍ يخصُّ «بطاقات الكيانات تُفتح من سجلاتها» · وعند فحص بنيته · فإن كلَّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف · والأعمدةُ الحاكمةُ السبعةُ حاضرة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-037,E-03,أخرى,"العمق — نطاقُ الحكم § UXP-037 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«الوصول لمساحة المهمة نقرتان كحد أقصى» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-038,E-03,أخرى,"الأبواب الستة القياسية — نطاقُ الحكم § UXP-038 § اختبارُ اكتمال: بمعطى شاشةٍ أو جدولٍ يخصُّ «① الرئيسية (لوحة الدور) ② العمل اليومي (الإدخال والإ…» · وعند فحص بنيته · فإن كلَّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف · والأعمدةُ الحاكمةُ السبعةُ حاضرة · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-039,E-03,أخرى,"التخصيص لا الخرق — نطاقُ الحكم § UXP-039 § اختبارُ إلزام: بمعطى محاولةِ إتمامٍ بلا استيفاء «يجوز لإدارة تفصيل أبوابها (كالسباعي المالي بفصل العم…» · وعند الحفظ · فإن الحارسَ يرفض ويبيّن الناقصَ · وباستيفائه ينجح الحفظ · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-040,E-03,أخرى,"القوائم الوسيطة تُلغى — نطاقُ الحكم § UXP-040 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«لا رابط يقود إلى قائمة روابط» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-042,E-03,أخرى,"مكوّنات اللوحة السبعة — نطاقُ الحكم § UXP-042 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«① مؤشرات اليوم (٣–٥ أرقام تُقرَّر منها أفعال اليوم) …» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-043,E-03,أخرى,"كل رقم على اللوحة ينقر إلى مصدره § UXP-043 § اختبارُ منع: بمعطى محاولةٍ تخالف «كل رقم على اللوحة ينقر إلى مصدره» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-044,E-03,أخرى,"متعدد الأدوار — نطاقُ الحكم § UXP-044 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«مبدّل مساحة من الشريط العلوي» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-045,E-03,أخرى,"الجديدة وترتيبها · الفلاتر · البحث · أزرار الصف · حالات السجل · التنبيهات · المجاميع · التصدير · رابط المستند الأصلي · المرجع التخصصي § UXP-045 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«الاسم المقترح · الغرض العملي · المستخدم · الأعمدة ال…» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-046,E-03,أخرى,"رابط الأصل واجب — نطاقُ الحكم § UXP-046 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«كل صف ناتج يصل بنقرة إلى مستنده الأصلي (طلب/أمر/عقد/…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-047,E-03,أخرى,"ما يلزم مستنديًّا وضريبيًّا وقانونيًّا وتشغيليًّا أعمدة واجبة § UXP-047 § اختبارُ منع: بمعطى محاولةٍ تخالف «جداول كل إدارة تُبنى على معاييرها المهنية والنظامية …» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-048,E-01,أخرى,"هيكل الحدث المالي الموحّد — نطاقُ الحكم § UXP-048 § اختبارُ حساب: بمعطى مدخلاتٍ معلومةٍ لـ«كل سجل ذي أثر مالي في أي إدارة يحمل الهيكل الأدنى ال…» · وعند إعادة الحساب من المصدر · فإن الناتجَ يطابق المعروضَ بلا فرق · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-049,E-02,أخرى,"زمن العمل التشغيلي · وحدة العقد واستحقاقها · كمية الإنتاج التحليلية § UXP-049 § اختبارُ منع: بمعطى محاولةٍ تخالف «زمن العمل التشغيلي · وحدة العقد واستحقاقها · كمية ال…» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
UXP-050,E-02,أخرى,"أحكام الأطراف لا التطابق — نطاقُ الحكم § UXP-050 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«شاشات الوحدات تعرض واقعة واحدة وبطاقات حكم مستقلة لك…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-057 · UXP-064"
