الإدارة,الترتيب,المرحلة,المجموعة,الشاشة,"المستند الناتج","الدور المسؤول","الحالة التالية"
"إدارة المالية",99.9903.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (د)","كشف حساب العميل · Contracts/client_statement.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9903.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (د)","تصفية إنهاء خدمة الموظف · Workforce/final_settlement.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة الموارد البشرية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9903.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (د)","تعرفة الترحيل وتسعير الأوامر · Transport/transfer_tariffs.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة النقل والترحيل","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9903.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (د)","الدوريات المالية · Finance/periodic_events_fin.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9903.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (د)","طلبات عروض الموردين · Suppliers/rfq_requests.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة الموردين","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9904.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (هـ)","بنود عقد العميل وقيمته · Contracts/contract_lines.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9904.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (هـ)","ربط الخطة بالفعلي · Contracts/plan_actual_link.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9904.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (هـ)","خط أساس العقد · Contracts/contract_baseline.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9904.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (هـ)","اقتصاد دورة حياة العقد · Contracts/contract_lifecycle.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9904.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (هـ)","اللوحة التجارية للعقود · Contracts/commercial_board.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9904.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (هـ)","سجل الوحدات اليومية · Reports/daily_units_report.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","ادارة التشغيل","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9904.99,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (هـ)","مساحة مخاطر الإدارة · Risk/dept_risk_space.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المخاطر","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9905.100,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (و)","سجل الالتزامات · Finance/ob_register.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9905.101,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (و)","جدول الاستحقاقات · Finance/ob_schedule.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9905.102,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (و)","المستحق قريبًا والتذكيرات · Finance/ob_due_soon.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9905.103,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (و)","الالتزامات المتأخرة والذمم الدائنة · Finance/ob_overdue.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9905.104,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (و)","آفاق الالتزامات الثلاثة · Finance/ob_horizon.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9905.105,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (و)","الملتزَم به وأثره في الموازنة · Finance/ob_commitments.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"إدارة المالية",99.9905.106,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (و)","الالتزامات المحتملة والإفصاح · Finance/ob_contingent.php","client_statements · final_settlement · payables · penalties · supplier_advances · supplier_capacity · supplier_closure · payables · supplier_ratings · supplier_rules  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · التقييمُ يقيّد الترسيةَ القادمة · والمتدنّي يُعلَّق أو يُقيَّد تخصيصُه · الجاهزيةُ الفعليةُ تُقاس مقابل الدنيا · وتجاوزُ مهلة الإحلال يفتح جزاءً · الرصيدُ التراكميُّ يُثبَّت · وال  [nav09_map]"
"محاسب الإدارة المالية",—,"(بلا مرحلة)","لوحة الإدارة","مساحة عملي · main/my_workspace.php","— لا مصدر","— لا وحدة","— لا مصدر"
"محاسب الإدارة المالية",—,"(بلا مرحلة)","السجلات والملفات","المعاملات المالية · Finance/events_list_fin.php","— لا مصدر","إدارة المالية","— لا مصدر"
"محاسب الإدارة المالية",—,"(بلا مرحلة)","السجلات والملفات","التمويل والالتزامات · Finance/funding_fin.php","— لا مصدر","إدارة المالية","— لا مصدر"
"محاسب الإدارة المالية",—,"(بلا مرحلة)","السجلات والملفات","مصفوفة التزامات العقد · Contracts/contract_obligations.php","— لا مصدر","ادارة المبيعات","— لا مصدر"
"محاسب الإدارة المالية",—,"(بلا مرحلة)","السجلات والملفات","احتساب الجزاءات والحوافز · Contracts/penalties.php","— لا مصدر","ادارة المبيعات","— لا مصدر"
"محاسب الإدارة المالية",—,"(بلا مرحلة)","السجلات والملفات","خطة دفع العقد · Contracts/contract_payment_schedule.php","— لا مصدر","ادارة المبيعات","— لا مصدر"
"محاسب الإدارة المالية",—,"(بلا مرحلة)","المتابعة والاستثناءات","الميزانية والانحراف · Finance/budget_form_fin.php","— لا مصدر","إدارة المالية","— لا مصدر"
"محاسب الإدارة المالية",—,"(بلا مرحلة)",التقارير,"تقارير الطلبات المالية · FinRequests/requests_reports.php","— لا مصدر","إدارة المالية","— لا مصدر"
"محاسب الإدارة المالية",—,"(بلا مرحلة)",الإعدادات,"سياسات مستحقات المشغّلين · Finance/operator_pay_policies_fin.php","— لا مصدر","إدارة المالية","— لا مصدر"
"محاسب الإدارة المالية",0.1.1,"لوحة الإدارة","مساحتي الشخصية","مهامي · Portal/my_tasks.php","requests · tasks · workflow  [nav09_map]","مساحة عملي  [إدارة]","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"محاسب الإدارة المالية",0.1.2,"لوحة الإدارة","مساحتي الشخصية","إنجازي · Portal/my_achievement.php","requests · tasks · workflow  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"محاسب الإدارة المالية",0.1.3,"لوحة الإدارة","مساحتي الشخصية","بوابتي · Portal/my_portal.php","requests · tasks · workflow  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"محاسب الإدارة المالية",0.1.4,"لوحة الإدارة","مساحتي الشخصية","طلباتي · FinRequests/my_requests.php","requests · tasks · workflow  [nav09_map]","ادارة الصيانة","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"محاسب الإدارة المالية",0.1.5,"لوحة الإدارة","مساحتي الشخصية","المراسلات · chats/index.php","requests · tasks · workflow  [nav09_map]","— لا وحدة","الطلبُ يدخل صندوقَ اعتماد المعنيّ بمساره — ويظهر في «طلباتي» بحالته · المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث · تُصيَّر المكوّناتُ التي منحته إياها الحوكمةُ وحدَها · ومشغّلُ المعدة يرى معدتَه ومشغّلَها الآخر · يُعاد الحسابُ  [nav09_map]"
"محاسب الإدارة المالية",1.102.6,"أولًا: تحويل العمل إلى مستحق","بوابة الاستحقاق","فحص شروط الاستحقاق · Finance/entitlement_gate.php","approval_chain · approval_chain · attribution · approvals · approvals · audit · approvals · reasons · entitlement_gate · fin_events · fin_events · fin_events · receivables · payables · meter_readings · period_close · locks · unit_effects · ems_business_ev  [nav09_map]","إدارة المالية","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة · الأثرُ يُنقل إلى «مردود» بسبب  [nav09_map]"
"محاسب الإدارة المالية",1.103.7,"أولًا: تحويل العمل إلى مستحق","أحكام الأطراف","توليد المستحق من العمل المعتمد · Finance/entitlement.php","approval_chain · approval_chain · attribution · approvals · approvals · audit · approvals · reasons · entitlement_gate · fin_events · fin_events · fin_events · receivables · payables · meter_readings · period_close · locks · unit_effects · ems_business_ev  [nav09_map]","إدارة المالية","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة · الأثرُ يُنقل إلى «مردود» بسبب  [nav09_map]"
"محاسب الإدارة المالية",1.104.8,"أولًا: تحويل العمل إلى مستحق","الإقفال والوحدات","الإقفال الشهري للوحدة · Operations/monthly_close.php","approval_chain · approval_chain · attribution · approvals · approvals · audit · approvals · reasons · entitlement_gate · fin_events · fin_events · fin_events · receivables · payables · meter_readings · period_close · locks · unit_effects · ems_business_ev  [nav09_map]","ادارة التشغيل","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة · الأثرُ يُنقل إلى «مردود» بسبب  [nav09_map]"
"محاسب الإدارة المالية",1.104.9,"أولًا: تحويل العمل إلى مستحق","الإقفال والوحدات","تسجيل التايم شيت والإنتاج · Timesheet/timesheet.php","approval_chain · approval_chain · attribution · approvals · approvals · audit · approvals · reasons · entitlement_gate · fin_events · fin_events · fin_events · receivables · payables · meter_readings · period_close · locks · unit_effects · ems_business_ev  [nav09_map]","إدارة الموقع","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة · الأثرُ يُنقل إلى «مردود» بسبب  [nav09_map]"
"محاسب الإدارة المالية",1.105.10,"أولًا: تحويل العمل إلى مستحق","صندوق الاعتماد","صندوق ما ينتظر اعتمادي · Finance/approvals_inbox.php","approval_chain · approval_chain · attribution · approvals · approvals · audit · approvals · reasons · entitlement_gate · fin_events · fin_events · fin_events · receivables · payables · meter_readings · period_close · locks · unit_effects · ems_business_ev  [nav09_map]","إدارة المالية","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة · الأثرُ يُنقل إلى «مردود» بسبب  [nav09_map]"
"محاسب الإدارة المالية",2.206.11,"ثانيًا: الإيراد والفوترة","المستخلصات والفواتير","المستخلصات والمطالبات · Contracts/claims.php","claims · claim_lines · claims.approved · contracts · contract_events · contracts.state · obligations · tax_returns · fin_events  [nav09_map]","ادارة المبيعات","الالتزامُ الضريبيُّ يُقيَّد · والفاتورةُ تُقفل ضريبيًّا · ولا تُعدَّل بعده · الحاويةُ الرئيسية تُولَّد · والتغطيةُ تُفتح للتخصيص · وخطةُ الدفع تدخل التدفق · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · الوحداتُ المعتمدةُ تُدرج بأسعار   [nav09_map]"
"محاسب الإدارة المالية",2.206.12,"ثانيًا: الإيراد والفوترة","المستخلصات والفواتير","فواتير العملاء · Contracts/tax_invoices.php","claims · claim_lines · claims.approved · contracts · contract_events · contracts.state · obligations · tax_returns · fin_events  [nav09_map]","ادارة المبيعات","الالتزامُ الضريبيُّ يُقيَّد · والفاتورةُ تُقفل ضريبيًّا · ولا تُعدَّل بعده · الحاويةُ الرئيسية تُولَّد · والتغطيةُ تُفتح للتخصيص · وخطةُ الدفع تدخل التدفق · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · الوحداتُ المعتمدةُ تُدرج بأسعار   [nav09_map]"
"محاسب الإدارة المالية",2.207.13,"ثانيًا: الإيراد والفوترة","الذمم المدينة","ذمم العملاء وأعمارها · Contracts/collections.php","claims · claim_lines · claims.approved · contracts · contract_events · contracts.state · obligations · tax_returns · fin_events  [nav09_map]","إدارة المالية","الالتزامُ الضريبيُّ يُقيَّد · والفاتورةُ تُقفل ضريبيًّا · ولا تُعدَّل بعده · الحاويةُ الرئيسية تُولَّد · والتغطيةُ تُفتح للتخصيص · وخطةُ الدفع تدخل التدفق · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · الوحداتُ المعتمدةُ تُدرج بأسعار   [nav09_map]"
"محاسب الإدارة المالية",2.208.14,"ثانيًا: الإيراد والفوترة","العقود وأحكامها","عقود العملاء · Contracts/contracts.php","claims · claim_lines · claims.approved · contracts · contract_events · contracts.state · obligations · tax_returns · fin_events  [nav09_map]","ادارة التشغيل","الالتزامُ الضريبيُّ يُقيَّد · والفاتورةُ تُقفل ضريبيًّا · ولا تُعدَّل بعده · الحاويةُ الرئيسية تُولَّد · والتغطيةُ تُفتح للتخصيص · وخطةُ الدفع تدخل التدفق · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · الوحداتُ المعتمدةُ تُدرج بأسعار   [nav09_map]"
"محاسب الإدارة المالية",2.208.15,"ثانيًا: الإيراد والفوترة","العقود وأحكامها","أحكام العقد — العملات والمقدم والمهل · Contracts/contract_card.php","claims · claim_lines · claims.approved · contracts · contract_events · contracts.state · obligations · tax_returns · fin_events  [nav09_map]","ادارة المبيعات","الالتزامُ الضريبيُّ يُقيَّد · والفاتورةُ تُقفل ضريبيًّا · ولا تُعدَّل بعده · الحاويةُ الرئيسية تُولَّد · والتغطيةُ تُفتح للتخصيص · وخطةُ الدفع تدخل التدفق · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · الوحداتُ المعتمدةُ تُدرج بأسعار   [nav09_map]"
"محاسب الإدارة المالية",3.309.16,"ثالثًا: المصروف والدفع","طلبات الدفع","طلبات الدفع والسداد · Finance/payments_fin.php","settlements  [nav09_map]","إدارة المالية","التسوياتُ الأربعُ بمستندٍ إلزاميٍّ (chk_settle_adj_doc) — وF-07/F-08 يُحسبان بقادحٍ لا يُدخَلان  [nav09_map]"
"محاسب الإدارة المالية",3.310.17,"ثالثًا: المصروف والدفع","الذمم الدائنة","ذمم الموردين والمستحقات · Finance/dues_fin.php","settlements  [nav09_map]","إدارة المالية","التسوياتُ الأربعُ بمستندٍ إلزاميٍّ (chk_settle_adj_doc) — وF-07/F-08 يُحسبان بقادحٍ لا يُدخَلان  [nav09_map]"
"محاسب الإدارة المالية",3.311.18,"ثالثًا: المصروف والدفع","تسويات الموردين","تسويات ومستحقات الموردين · Suppliers/settlements.php","settlements  [nav09_map]","ادارة الموردين","التسوياتُ الأربعُ بمستندٍ إلزاميٍّ (chk_settle_adj_doc) — وF-07/F-08 يُحسبان بقادحٍ لا يُدخَلان  [nav09_map]"
"محاسب الإدارة المالية",3.311.19,"ثالثًا: المصروف والدفع","تسويات الموردين","كشف حساب المورد الشهري · Finance/supplier_statement_fin.php","settlements  [nav09_map]","إدارة المالية","التسوياتُ الأربعُ بمستندٍ إلزاميٍّ (chk_settle_adj_doc) — وF-07/F-08 يُحسبان بقادحٍ لا يُدخَلان  [nav09_map]"
"محاسب الإدارة المالية",3.312.20,"ثالثًا: المصروف والدفع",المسيّر,"مسيّر الرواتب · Workforce/payroll_runs.php","settlements  [nav09_map]","ادارة الموارد البشرية","التسوياتُ الأربعُ بمستندٍ إلزاميٍّ (chk_settle_adj_doc) — وF-07/F-08 يُحسبان بقادحٍ لا يُدخَلان  [nav09_map]"
"محاسب الإدارة المالية",4.413.21,"رابعًا: التكلفة والتحميل","الصيانة والمخزون","أوامر الصيانة · Maintenance/orders.php","transfer_orders · transfer_events · transfer_cost_lines · work_orders · cost_alloc · work_orders · downtime  [nav09_map]","ادارة الصيانة","إقفالٌ بتكلفةٍ محمَّلةٍ على المشروع — مرفوضٌ بلا مستندِ تسليمٍ مخزَّن · التكلفةُ تُحمَّل · وزمنُ التوقف يُثبَّت · والكرتُ يُحدَّث · والجاهزيةُ تُطلب · زمنُ التوقف يبدأ «تحت التحقق» · والمتحمّلُ مبدئيٌّ · والمعدةُ غيرُ متاحة  [nav09_map]"
