id	doc	requirement	acceptance_test	state	witness
FIXB-0067-ج	FIXB	◆ ويُتخذ نموذجًا للباقي لا يُرحَّل أولًا	اختبارُ شاشة: «ملفُّ المورد» تُرحَّل كاملةً ولها محضرُ اعتماد	غيرُ مقيس	
FIXB-0068-أ	FIXB	الشاشةُ التمثيلية «٨ — مساحةُ المخاطر» — نطاقُ الحكم	اختبارُ شاشة: «مساحةُ المخاطر» تُرحَّل كاملةً ولها محضرُ اعتماد	غيرُ مقيس	
FIXB-0068-ب	FIXB	ملفُّها Risk/* · وأسطرُها ٤٤٤٥ · ودرجةُ حاجتِها ٢ من ٥ · وسببُها صفرُ منظرٍ محفوظٍ · ولا حالةَ تحميل	اختبارُ شاشة: «مساحةُ المخاطر» تُرحَّل كاملةً ولها محضرُ اعتماد	غيرُ مقيس	
FIXB-0068-ج	FIXB	◆ والأدنى حاجةً لأنها الأحدثُ بناءً	اختبارُ شاشة: «مساحةُ المخاطر» تُرحَّل كاملةً ولها محضرُ اعتماد	غيرُ مقيس	
FIXB-0068-د	FIXB	فالحديثُ أقربُ للمعيار	اختبارُ شاشة: «مساحةُ المخاطر» تُرحَّل كاملةً ولها محضرُ اعتماد	غيرُ مقيس	
FIXB-0001-أ	FIXB	◆ النظامُ التصميميُّ مبنيٌّ ولا يُفرَض	اختبارُ إنفاذ: لكلِّ معيارٍ تصميميٍّ فاحصٌ يمنع الدمجَ عند المخالفة	غيرُ مقيس	
FIXB-0001-ب	FIXB	فالتصحيحُ في الإنفاذِ لا في التصميمِ · ولا شيءَ يمنع اليومَ كتابةَ نمطٍ موضعيٍّ يدويًّا.	اختبارُ إنفاذ: لكلِّ معيارٍ تصميميٍّ فاحصٌ يمنع الدمجَ عند المخالفة	غيرُ مقيس	
FIXB-0069-أ	FIXB	معيارُ التكويدِ المطبَّقُ على الواجهة «CS-01	اختبارُ معيار: فاحصٌ آليٌّ يثبت أن أولَ استدعاءِ كتابةٍ في كلِّ ملفٍّ يقع بعدَ سطرِ الحارس	غيرُ مقيس	
FIXB-0069-ب	FIXB	ترتيبُ الملفِّ الإلزاميُّ الثابت»: كلُّ سطحٍ يُكتب بالترتيب: جلسةٌ ← إعدادٌ ← حارسُ شاشةٍ ← حارسُ فعلٍ ← معالجاتُ POST ← استعلاماتُ العرضِ ← ترويسةٌ ← سايدبارٌ ← جسم	اختبارُ معيار: فاحصٌ آليٌّ يثبت أن أولَ استدعاءِ كتابةٍ في كلِّ ملفٍّ يقع بعدَ سطرِ الحارس	غيرُ مقيس	
FIXB-0069-ج	FIXB	◆ ولا كتابةَ قبلَ الحارسِ ولا حارسَ بعدَ الكتابة	اختبارُ معيار: فاحصٌ آليٌّ يثبت أن أولَ استدعاءِ كتابةٍ في كلِّ ملفٍّ يقع بعدَ سطرِ الحارس	غيرُ مقيس	
FIXB-0070-أ	FIXB	معيارُ التكويدِ المطبَّقُ على الواجهة «CS-02	اختبارُ معيار: استعلامٌ يعدُّ فروعَ الإرجاعِ الافتراضيِّ في كلِّ حارسٍ — والنتيجةُ صفرُ فرعٍ سامح	غيرُ مقيس	
FIXB-0070-ب	FIXB	الفشلُ مغلقٌ لا مفتوحٌ في كلِّ حارس»: أيُّ فرعٍ لا يجد سجلَّ صلاحيةٍ يرجع منعًا لا سماحًا	اختبارُ معيار: استعلامٌ يعدُّ فروعَ الإرجاعِ الافتراضيِّ في كلِّ حارسٍ — والنتيجةُ صفرُ فرعٍ سامح	غيرُ مقيس	
FIXB-0070-ج	FIXB	والافتراضُ الأمنيُّ منعٌ دائمًا	اختبارُ معيار: استعلامٌ يعدُّ فروعَ الإرجاعِ الافتراضيِّ في كلِّ حارسٍ — والنتيجةُ صفرُ فرعٍ سامح	غيرُ مقيس	
FIXB-0070-د	FIXB	◆ وصفرُ فرعٍ يرجع true عند غيابِ الصف	اختبارُ معيار: استعلامٌ يعدُّ فروعَ الإرجاعِ الافتراضيِّ في كلِّ حارسٍ — والنتيجةُ صفرُ فرعٍ سامح	غيرُ مقيس	
FIXB-0071-أ	FIXB	معيارُ التكويدِ المطبَّقُ على الواجهة «CS-03	اختبارُ معيار: اختبارُ سبعةٍ: كلُّ معالجٍ يُرفض عند إخفاقِ كلِّ بندٍ من السبعةِ منفردًا	غيرُ مقيس	
FIXB-0071-ب	FIXB	معالجُ POST بعقدٍ سبعيٍّ ثابت»: كلُّ معالجٍ يتحقق: طريقةً ← رمزَ حمايةٍ ← فعلًا مسجَّلًا ← صلاحيةً ← مفتاحَ منعِ تكرارٍ ← مدخلاتٍ ← ثم يفتح المعاملة	اختبارُ معيار: اختبارُ سبعةٍ: كلُّ معالجٍ يُرفض عند إخفاقِ كلِّ بندٍ من السبعةِ منفردًا	غيرُ مقيس	
FIXB-0071-ج	FIXB	◆ والخروجُ عند أيِّ فشلٍ قبلَ أيِّ كتابة	اختبارُ معيار: اختبارُ سبعةٍ: كلُّ معالجٍ يُرفض عند إخفاقِ كلِّ بندٍ من السبعةِ منفردًا	غيرُ مقيس	
FIXB-0072-أ	FIXB	معيارُ التكويدِ المطبَّقُ على الواجهة «CS-04	اختبارُ معيار: اختبارُ ارتداد: فشلٌ مصطنعٌ في آخرِ كتابةٍ يترك صفرَ صفٍّ في الجداولِ كلِّها	غيرُ مقيس	
FIXB-0072-ب	FIXB	حدودُ المعاملةِ صريحةٌ ولا كتابةَ خارجَها»: كلُّ كتابةٍ متعددةِ الجداولِ داخلَ معاملةٍ واحدةٍ	اختبارُ معيار: اختبارُ ارتداد: فشلٌ مصطنعٌ في آخرِ كتابةٍ يترك صفرَ صفٍّ في الجداولِ كلِّها	غيرُ مقيس	
FIXB-0072-ج	FIXB	والنشرُ داخلَها والارتدادُ يُلغي الكلّ	اختبارُ معيار: اختبارُ ارتداد: فشلٌ مصطنعٌ في آخرِ كتابةٍ يترك صفرَ صفٍّ في الجداولِ كلِّها	غيرُ مقيس	
FIXB-0072-د	FIXB	◆ ولا تخصيصَ رقمٍ فريدٍ داخلَ المعاملةِ	اختبارُ معيار: اختبارُ ارتداد: فشلٌ مصطنعٌ في آخرِ كتابةٍ يترك صفرَ صفٍّ في الجداولِ كلِّها	غيرُ مقيس	
FIXB-0073-أ	FIXB	معيارُ التكويدِ المطبَّقُ على الواجهة «CS-05	اختبارُ معيار: مسحٌ آليّ: صفرُ عبارةِ كتابةٍ حرفيةٍ في مجلداتِ الأسطح	غيرُ مقيس	
FIXB-0073-ب	FIXB	الشاشةُ لا تكتب جدولًا	اختبارُ معيار: مسحٌ آليّ: صفرُ عبارةِ كتابةٍ حرفيةٍ في مجلداتِ الأسطح	غيرُ مقيس	
FIXB-0073-ج	FIXB	تنادي خدمةَ نطاقها»: صفرُ INSERT أو UPDATE أو DELETE في ملفِّ سطحٍ	اختبارُ معيار: مسحٌ آليّ: صفرُ عبارةِ كتابةٍ حرفيةٍ في مجلداتِ الأسطح	غيرُ مقيس	
FIXB-0073-د	FIXB	والحكمُ في الخدمةِ المالكة	اختبارُ معيار: مسحٌ آليّ: صفرُ عبارةِ كتابةٍ حرفيةٍ في مجلداتِ الأسطح	غيرُ مقيس	
FIXB-0074-أ	FIXB	معيارُ التكويدِ المطبَّقُ على الواجهة «CS-06	اختبارُ معيار: اختبارُ حجب: نداءٌ برمزٍ غيرِ مسجَّلٍ يُرفض 403 ويُسجَّل	غيرُ مقيس	
FIXB-0074-ب	FIXB	كلُّ فعلٍ برمزٍ مسجَّلٍ وصنفِ كتابةٍ معلَن»: لا نداءَ POST بلا رمزِ فعلٍ في القاموسِ	اختبارُ معيار: اختبارُ حجب: نداءٌ برمزٍ غيرِ مسجَّلٍ يُرفض 403 ويُسجَّل	غيرُ مقيس	
FIXB-0074-ج	FIXB	وغيرُ المسجَّلِ يُحجب	اختبارُ معيار: اختبارُ حجب: نداءٌ برمزٍ غيرِ مسجَّلٍ يُرفض 403 ويُسجَّل	غيرُ مقيس	
FIXB-0074-د	FIXB	◆ وصفرُ رمزٍ يحمل معنيين	اختبارُ معيار: اختبارُ حجب: نداءٌ برمزٍ غيرِ مسجَّلٍ يُرفض 403 ويُسجَّل	غيرُ مقيس	
FIXB-0072-ه	FIXB	(لم تُلقطه صفوفُ الجدولِ — أُضيف من المسحِ الخامّ)		غيرُ مقيس	
FIXB-0073-ه	FIXB	(لم تُلقطه صفوفُ الجدولِ — أُضيف من المسحِ الخامّ)		غيرُ مقيس	
FIXC-0002-أ	FIXC	◆ عيبُ المالية «FN-01	اختبارُ إغلاق: الأدوارُ الثلاثةُ تفتح سايدبارًا غيرَ فارغٍ بمجموعاتِها ومراحلِها	مُغلقٌ بشاهد	tests/fixc_finance_nav_test.php
FIXC-0002-ب	FIXC	◆ سايدبارُ الأدوارِ الثلاثةِ الجديدةِ فارغ» في الأدوار 31 · 32 · 33: رئيسُ الحساباتِ والمديرُ الماليُّ والمراجعُ الداخليُّ سايدبارُهم فارغٌ في الوضعين	اختبارُ إغلاق: الأدوارُ الثلاثةُ تفتح سايدبارًا غيرَ فارغٍ بمجموعاتِها ومراحلِها	مُغلقٌ بشاهد	tests/fixc_finance_nav_test.php
FIXC-0002-ج	FIXC	فالأدوارُ أُنشئت والقوائمُ لم تُبنَ · وخطورتُه P0.	اختبارُ إغلاق: الأدوارُ الثلاثةُ تفتح سايدبارًا غيرَ فارغٍ بمجموعاتِها ومراحلِها	مُغلقٌ بشاهد	tests/fixc_finance_nav_test.php
FIXC-0003-أ	FIXC	خطوةُ تصحيحِ «FN-01» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «ابذرْ صفوفَ التنقلِ للأدوارِ الثلاثةِ بمجموعاتِها ومراحلِها» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0003-ب	FIXC	ابذرْ صفوفَ التنقلِ للأدوارِ الثلاثةِ بمجموعاتِها ومراحلِها	اختبارُ خطوة: «ابذرْ صفوفَ التنقلِ للأدوارِ الثلاثةِ بمجموعاتِها ومراحلِها» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0004-أ	FIXC	خطوةُ تصحيحِ «FN-01» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «◆ وكلُّ صفٍّ بوحدةِ صلاحياتٍ لا NULL — فالصفُّ بلا وحدةٍ لا » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0004-ب	FIXC	◆ وكلُّ صفٍّ بوحدةِ صلاحياتٍ لا NULL	اختبارُ خطوة: «◆ وكلُّ صفٍّ بوحدةِ صلاحياتٍ لا NULL — فالصفُّ بلا وحدةٍ لا » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0004-ج	FIXC	فالصفُّ بلا وحدةٍ لا يمرُّ الفحصَ ويسقط صامتًا	اختبارُ خطوة: «◆ وكلُّ صفٍّ بوحدةِ صلاحياتٍ لا NULL — فالصفُّ بلا وحدةٍ لا » منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0005-أ	FIXC	خطوةُ تصحيحِ «FN-01» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «امنحِ الأدوارَ الثلاثةَ صلاحياتِ شاشاتِها في وحدةِ الصلاحيات» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0005-ب	FIXC	امنحِ الأدوارَ الثلاثةَ صلاحياتِ شاشاتِها في وحدةِ الصلاحياتِ لا بمنحٍ فرديّ	اختبارُ خطوة: «امنحِ الأدوارَ الثلاثةَ صلاحياتِ شاشاتِها في وحدةِ الصلاحيات» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0006-أ	FIXC	خطوةُ تصحيحِ «FN-01» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «◆ اختبرْ بحسابٍ فعليٍّ لكلِّ دورٍ من الثلاثة — والفحصُ بحساب» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0006-ب	FIXC	◆ اختبرْ بحسابٍ فعليٍّ لكلِّ دورٍ من الثلاثة	اختبارُ خطوة: «◆ اختبرْ بحسابٍ فعليٍّ لكلِّ دورٍ من الثلاثة — والفحصُ بحساب» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0006-ج	FIXC	والفحصُ بحسابِ مديرٍ لا يُثبت شيئًا	اختبارُ خطوة: «◆ اختبرْ بحسابٍ فعليٍّ لكلِّ دورٍ من الثلاثة — والفحصُ بحساب» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0007	FIXC	خطوةُ تصحيحِ «FN-01» رقم 5: أضفْ فاحصًا يرسب على دورٍ سايدبارُه فارغ	اختبارُ خطوة: «أضفْ فاحصًا يرسب على دورٍ سايدبارُه فارغ» منفَّذةٌ ومقيسة	مُغلقٌ بشاهد	tests/unified_nav_test.php
FIXC-0008-أ	FIXC	◆ عيبُ المالية «FN-02	اختبارُ إغلاق: صفرُ صفِّ تنقلٍ ميتٍ · وصفرُ صفٍّ بوحدةٍ فارغةٍ ورمزٍ غيرِ فارغ	مُغلقٌ بشاهد	tests/fixc_finance_nav_test.php
FIXC-0008-ب	FIXC	◆ واحدٌ وأربعون صفَّ تنقلٍ ميتًا» في seed_reference.sql:5057-5097: كلُّ الصفوفِ ذاتِ البادئةِ النسبيةِ المزدوجةِ تحمل وحدةَ صلاحياتٍ فارغةً مع رمزِ صلاحيةٍ غيرِ فارغ	اختبارُ إغلاق: صفرُ صفِّ تنقلٍ ميتٍ · وصفرُ صفٍّ بوحدةٍ فارغةٍ ورمزٍ غيرِ فارغ	مُغلقٌ بشاهد	tests/fixc_finance_nav_test.php
FIXC-0008-ج	FIXC	فتسقط في الفحصِ صامتة · وخطورتُه P1.	اختبارُ إغلاق: صفرُ صفِّ تنقلٍ ميتٍ · وصفرُ صفٍّ بوحدةٍ فارغةٍ ورمزٍ غيرِ فارغ	غيرُ مقيس	
FIXC-0009-أ	FIXC	خطوةُ تصحيحِ «FN-02» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «أصلحْ بادئةَ المسارِ في الواحدِ والأربعينَ صفًّا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0009-ب	FIXC	أصلحْ بادئةَ المسارِ في الواحدِ والأربعينَ صفًّا	اختبارُ خطوة: «أصلحْ بادئةَ المسارِ في الواحدِ والأربعينَ صفًّا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0010-أ	FIXC	خطوةُ تصحيحِ «FN-02» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «◆ اربطْ كلَّ صفٍّ بوحدةِ صلاحياتٍ حقيقيةٍ لا فارغة» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0010-ب	FIXC	◆ اربطْ كلَّ صفٍّ بوحدةِ صلاحياتٍ حقيقيةٍ لا فارغة	اختبارُ خطوة: «◆ اربطْ كلَّ صفٍّ بوحدةِ صلاحياتٍ حقيقيةٍ لا فارغة» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0011-أ	FIXC	خطوةُ تصحيحِ «FN-02» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «◆ أو احذفِ الصفَّ إن كانت شاشتُه غيرَ موجودةٍ — ولا يُترك مع» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0011-ب	FIXC	◆ أو احذفِ الصفَّ إن كانت شاشتُه غيرَ موجودةٍ	اختبارُ خطوة: «◆ أو احذفِ الصفَّ إن كانت شاشتُه غيرَ موجودةٍ — ولا يُترك مع» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0011-ج	FIXC	ولا يُترك معلَّقًا	اختبارُ خطوة: «◆ أو احذفِ الصفَّ إن كانت شاشتُه غيرَ موجودةٍ — ولا يُترك مع» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0012-أ	FIXC	خطوةُ تصحيحِ «FN-02» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «أضفْ قيدًا في القاعدةِ يمنع صفَّ تنقلٍ بوحدةٍ فارغةٍ ورمزِ ص» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0012-ب	FIXC	أضفْ قيدًا في القاعدةِ يمنع صفَّ تنقلٍ بوحدةٍ فارغةٍ ورمزِ صلاحيةٍ غيرِ فارغ	اختبارُ خطوة: «أضفْ قيدًا في القاعدةِ يمنع صفَّ تنقلٍ بوحدةٍ فارغةٍ ورمزِ ص» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0013-أ	FIXC	خطوةُ تصحيحِ «FN-02» رقم 5 — نطاقُ الحكم	اختبارُ خطوة: «أضفْ فاحصًا يعدُّ الروابطَ الميتةَ ويرسب فوقَ صفر» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0013-ب	FIXC	أضفْ فاحصًا يعدُّ الروابطَ الميتةَ ويرسب فوقَ صفر	اختبارُ خطوة: «أضفْ فاحصًا يعدُّ الروابطَ الميتةَ ويرسب فوقَ صفر» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0014-أ	FIXC	◆ عيبُ المالية «FN-03	اختبارُ إغلاق: اعتمادُ استحقاقٍ يمرُّ بالخدمةِ ويُنتج سجلَّ تدقيقٍ وحدثًا — والردُّ برمزِ سببٍ محكوم	غيرُ مقيس	
FIXC-0014-ب	FIXC	◆ شاشةُ فحصِ شروطِ الاستحقاقِ بلا معالجٍ إطلاقًا» في Finance/entitlement_gate.php:7 · :103: رأسُ الملفِّ يعلن «الاعتمادُ عبرَ خدمةِ الرحلةِ	اختبارُ إغلاق: اعتمادُ استحقاقٍ يمرُّ بالخدمةِ ويُنتج سجلَّ تدقيقٍ وحدثًا — والردُّ برمزِ سببٍ محكوم	غيرُ مقيس	
FIXC-0014-ج	FIXC	لا كتابةَ مباشرة» ولا يوجد فيه معالجٌ ولا نداءٌ للخدمة · وعمودُ الإجراءِ يحمل رابطًا واحدًا · وخطورتُه P1.	اختبارُ إغلاق: اعتمادُ استحقاقٍ يمرُّ بالخدمةِ ويُنتج سجلَّ تدقيقٍ وحدثًا — والردُّ برمزِ سببٍ محكوم	غيرُ مقيس	
FIXC-0015-أ	FIXC	خطوةُ تصحيحِ «FN-03» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «ابنِ معالجَ اعتمادٍ يستدعي خدمةَ الرحلةِ بالعقدِ السبعيِّ كا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0015-ب	FIXC	ابنِ معالجَ اعتمادٍ يستدعي خدمةَ الرحلةِ بالعقدِ السبعيِّ كاملًا	اختبارُ خطوة: «ابنِ معالجَ اعتمادٍ يستدعي خدمةَ الرحلةِ بالعقدِ السبعيِّ كا» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0016-أ	FIXC	خطوةُ تصحيحِ «FN-03» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «◆ أو احذفْ الادعاءَ من رأسِ الملفِّ — فرأسٌ يعلن ما لا يفعله» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0016-ب	FIXC	◆ أو احذفْ الادعاءَ من رأسِ الملفِّ	اختبارُ خطوة: «◆ أو احذفْ الادعاءَ من رأسِ الملفِّ — فرأسٌ يعلن ما لا يفعله» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0016-ج	FIXC	فرأسٌ يعلن ما لا يفعله أسوأُ من شاشةٍ فارغة	اختبارُ خطوة: «◆ أو احذفْ الادعاءَ من رأسِ الملفِّ — فرأسٌ يعلن ما لا يفعله» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0017-أ	FIXC	خطوةُ تصحيحِ «FN-03» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «أضفْ فعلين محروسين: اعتمادُ استحقاقٍ وردُّه بسببٍ محكوم» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0017-ب	FIXC	أضفْ فعلين محروسين: اعتمادُ استحقاقٍ وردُّه بسببٍ محكوم	اختبارُ خطوة: «أضفْ فعلين محروسين: اعتمادُ استحقاقٍ وردُّه بسببٍ محكوم» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0018-أ	FIXC	خطوةُ تصحيحِ «FN-03» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «اربطْ كلَّ اعتمادٍ بمفتاحِ منعِ تكرارٍ وفعلِ عكسٍ معلَن» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0018-ب	FIXC	اربطْ كلَّ اعتمادٍ بمفتاحِ منعِ تكرارٍ وفعلِ عكسٍ معلَن	اختبارُ خطوة: «اربطْ كلَّ اعتمادٍ بمفتاحِ منعِ تكرارٍ وفعلِ عكسٍ معلَن» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0019-أ	FIXC	خطوةُ تصحيحِ «FN-03» رقم 5 — نطاقُ الحكم	اختبارُ خطوة: «◆ وأضفْ فاحصًا يقارن ادعاءَ الرأسِ بالنداءاتِ الفعليةِ في ال» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0019-ب	FIXC	◆ وأضفْ فاحصًا يقارن ادعاءَ الرأسِ بالنداءاتِ الفعليةِ في الملف	اختبارُ خطوة: «◆ وأضفْ فاحصًا يقارن ادعاءَ الرأسِ بالنداءاتِ الفعليةِ في ال» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0020-أ	FIXC	◆ عيبُ المالية «FN-04	اختبارُ إغلاق: دورةٌ كاملةٌ إنشاءً وتصحيحًا وعكسًا — وصفرُ دالةِ حذف	غيرُ مقيس	
FIXC-0020-ب	FIXC	◆ طبقةُ التخزينِ المولَّدةِ بدالتين لا أربع» في includes/cmp03_local_store.php:25-64 · :66-105: الطبقةُ تنفّذ الإدراجَ والقراءةَ فقط	اختبارُ إغلاق: دورةٌ كاملةٌ إنشاءً وتصحيحًا وعكسًا — وصفرُ دالةِ حذف	غيرُ مقيس	
FIXC-0020-ج	FIXC	لا تحديثَ ولا حذفَ ولا عكس · والوثيقةُ تشترط لكلِّ فعلٍ عقدًا يشمل التصحيحَ والعكس · وخطورتُه P1.	اختبارُ إغلاق: دورةٌ كاملةٌ إنشاءً وتصحيحًا وعكسًا — وصفرُ دالةِ حذف	غيرُ مقيس	
FIXC-0021-أ	FIXC	خطوةُ تصحيحِ «FN-04» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «أضفْ دالةَ تحديثٍ بمرجعِ الأصلِ وسجلِّ قبلَ وبعد» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0021-ب	FIXC	أضفْ دالةَ تحديثٍ بمرجعِ الأصلِ وسجلِّ قبلَ وبعد	اختبارُ خطوة: «أضفْ دالةَ تحديثٍ بمرجعِ الأصلِ وسجلِّ قبلَ وبعد» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0022-أ	FIXC	خطوةُ تصحيحِ «FN-04» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «◆ وأضفْ دالةَ عكسٍ تُنشئ حركةً عاكسةً — ولا دالةَ حذفٍ إطلاق» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0022-ب	FIXC	◆ وأضفْ دالةَ عكسٍ تُنشئ حركةً عاكسةً	اختبارُ خطوة: «◆ وأضفْ دالةَ عكسٍ تُنشئ حركةً عاكسةً — ولا دالةَ حذفٍ إطلاق» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0022-ج	FIXC	ولا دالةَ حذفٍ إطلاقًا	اختبارُ خطوة: «◆ وأضفْ دالةَ عكسٍ تُنشئ حركةً عاكسةً — ولا دالةَ حذفٍ إطلاق» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0023-أ	FIXC	خطوةُ تصحيحِ «FN-04» رقم 3 — نطاقُ الحكم	اختبارُ خطوة: «اربطْ كلَّ دالةٍ بفعلٍ مسجَّلٍ وصنفِ كتابةٍ معلَن» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0023-ب	FIXC	اربطْ كلَّ دالةٍ بفعلٍ مسجَّلٍ وصنفِ كتابةٍ معلَن	اختبارُ خطوة: «اربطْ كلَّ دالةٍ بفعلٍ مسجَّلٍ وصنفِ كتابةٍ معلَن» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0024-أ	FIXC	خطوةُ تصحيحِ «FN-04» رقم 4 — نطاقُ الحكم	اختبارُ خطوة: «◆ ولا مستندَ يُنشأ بلا مسارٍ لتصحيحه — فالمستندُ المسجونُ عي» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0024-ب	FIXC	◆ ولا مستندَ يُنشأ بلا مسارٍ لتصحيحه	اختبارُ خطوة: «◆ ولا مستندَ يُنشأ بلا مسارٍ لتصحيحه — فالمستندُ المسجونُ عي» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0024-ج	FIXC	فالمستندُ المسجونُ عيبٌ بنيويّ	اختبارُ خطوة: «◆ ولا مستندَ يُنشأ بلا مسارٍ لتصحيحه — فالمستندُ المسجونُ عي» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0025-أ	FIXC	خطوةُ تصحيحِ «FN-04» رقم 5 — نطاقُ الحكم	اختبارُ خطوة: «أضفْ اختبارًا يُنشئ ثم يصحّح ثم يعكس ويثبت السلسلة» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0025-ب	FIXC	أضفْ اختبارًا يُنشئ ثم يصحّح ثم يعكس ويثبت السلسلة	اختبارُ خطوة: «أضفْ اختبارًا يُنشئ ثم يصحّح ثم يعكس ويثبت السلسلة» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0026-أ	FIXC	◆ عيبُ المالية «FN-05	اختبارُ إغلاق: مسارُ كتابةٍ واحدٌ على جدولِ الترسيةِ — والثاني منظرٌ قارئٌ لا كاتب	غيرُ مقيس	
FIXC-0026-ب	FIXC	◆ مسارانِ متوازيانِ للترسيةِ على البياناتِ نفسِها» في Suppliers/rfq_requests.php:27 · :83-95 · Procurement/rfq*: الأولُ محروسٌ بمنحةِ وحدةٍ ويعمل · والثاني مسارٌ ثانٍ للفعلِ نفسِه	اختبارُ إغلاق: مسارُ كتابةٍ واحدٌ على جدولِ الترسيةِ — والثاني منظرٌ قارئٌ لا كاتب	غيرُ مقيس	
FIXC-0026-ج	FIXC	والوثيقةُ تشترط مستندًا واحدًا ومسارًا واحدًا لكلِّ مرحلة · وخطورتُه P1.	اختبارُ إغلاق: مسارُ كتابةٍ واحدٌ على جدولِ الترسيةِ — والثاني منظرٌ قارئٌ لا كاتب	غيرُ مقيس	
FIXC-0027-أ	FIXC	خطوةُ تصحيحِ «FN-05» رقم 1 — نطاقُ الحكم	اختبارُ خطوة: «◆ احسمِ المسارَ الواحدَ بقرارٍ موثَّقٍ من مالكِ العملية» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0027-ب	FIXC	◆ احسمِ المسارَ الواحدَ بقرارٍ موثَّقٍ من مالكِ العملية	اختبارُ خطوة: «◆ احسمِ المسارَ الواحدَ بقرارٍ موثَّقٍ من مالكِ العملية» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0028-أ	FIXC	خطوةُ تصحيحِ «FN-05» رقم 2 — نطاقُ الحكم	اختبارُ خطوة: «حوّلِ الثانيَ إلى منظرٍ على المسارِ الأولِ لا مسارٍ موازٍ» منفَّذةٌ ومقيسة	غيرُ مقيس	
FIXC-0028-ب	FIXC	حوّلِ الثانيَ إلى منظرٍ على المسارِ الأولِ لا مسارٍ موازٍ	اختبارُ خطوة: «حوّلِ الثانيَ إلى منظرٍ على المسارِ الأولِ لا مسارٍ موازٍ» منفَّذةٌ ومقيسة	غيرُ مقيس	
